ID,TARGET
1154270440,0.21898795155410863
1147987574,0.2215764229079872
1129622364,0.24794671786574185
619797496,0.30328628464050794
7391484886,0.2293789655231477
10165219189,0.3566901371825149
741382912,0.439267551155532
1130214814,0.25664063174826823
78018389,0.25998193212165716
75592880,0.19983021393962117
1148114087,0.2749381786934896
1127182550,0.27709618296027855
1389719965,0.3941936481517381
132955230,0.3230259185020657
121208304,0.3973539894058307
55887278,0.3672702131058924
1147122590,0.2262309465275792
1378226366,0.27182331615888644
1433985624,0.2781842097219753
1150610679,0.3481016309215732
1147676750,0.22390046883968506
1148190337,0.18609490161002598
1392576319,0.33349210761435416
1398864197,0.2788794907645169
1129839899,0.5074591613405268
1408021808,0.206369669858127
1148017175,0.41016398758744804
345336837,0.26893805946955485
369442637,0.23174762760129916
6405058408,0.43507134459567964
3151488250,0.3051160670157413
1150080054,0.2501351664406034
1148102072,0.3198764651595478
1380252351,0.17638208788248294
6448346949,0.26867170349709407
6435392625,0.13881861601514411
1149159698,0.31239579656005756
1154227938,0.1853930504891891
632762770,0.19266362328188583
1446874849,0.10213366025474002
1153926929,0.3000098913901467
7426755515,0.11812177925956521
6377649940,0.4530659593661616
1149203833,0.3015207942608639
1151199731,0.11889636940968906
1152562934,0.24195777894250226
1152591525,0.17365713523515686
132847243,0.19979576574573155
6397842294,0.19995475991292
6397557852,0.30925514775594254
1425237833,0.37864550256622787
438504201,0.3624065261855788
632842011,0.1440922856531195
1139474831,0.26237712274670305
1153957998,0.19552536841454157
1030773558,0.26931730107261137
632999486,0.2104086748693272
1153928358,0.19604810095321729
1154265733,0.21573086038933859
637151602,0.16665252524284205
7399942108,0.27530883880322604
499826213,0.23374485256533414
734441518,0.33762895752899463
6164987266,0.2136217562137158
1025595344,0.18880197600965465
1053577654,0.23110814042669328
77736350,0.2751342901886719
1152687879,0.2441127572965
1059907552,0.19126042511802632
1152362603,0.38231727329705717
1150220086,0.21027458968809706
627918368,0.27278625948499474
1020138498,0.1459242872730783
634379004,0.21851260092271457
5409812465,0.32557884336761245
10139218330,0.1838909390213283
7220406234,0.27692261597367146
515752774,0.23750670041380656
1021967070,0.3054427252620866
107240146,0.1787978078306886
1143500763,0.24281725656280517
640076500,0.3443745356219142
10152023109,0.15868244138348414
627920508,0.19904318446373187
1050780459,0.24334754575148387
3424757922,0.26957362035440846
361491376,0.11899472156465919
727207708,0.29747776935316705
734685065,0.2294295001667625
6165078647,0.271349324735297
1056087321,0.07044867839228162
734771440,0.17624121657291794
1029962359,0.2326596944285977
1146523752,0.11633263240754972
1032476449,0.2228331300559069
1152370646,0.17090807870128266
1137672269,0.12693367008644238
1152894103,0.1056034369505456
1153866326,0.3435097251612472
1153623926,0.18875959905079243
1152362098,0.22120024097426025
3116495178,0.2504601651521902
10439599984,0.22442317595581462
1131069683,0.2149214501272471
3151529401,0.18822751070717778
1033391776,0.22053636213020003
634872823,0.27935787255961647
525061515,0.10888912568243164
1021953555,0.22923411331312876
124845766,0.3566535905258274
365734923,0.13453609319912263
1153082731,0.19739823171738574
1150012161,0.19668874497131178
334970752,0.241031039148635
176097325,0.27271261822733
132067393,0.26893995822928096
46148802,0.2981346934860955
819223673,0.1964369736534071
3151633152,0.23463769404106852
1153223724,0.27167989742300347
570899581,0.39620370574606756
3114598996,0.21134945144810377
3112815111,0.27578512471059763
563180603,0.15193904305040085
335256436,0.2059076612146107
5110691353,0.031022414978268333
361473858,0.4742661224671754
5114988613,0.24923142926356798
1410857454,0.24615860400467943
338016835,0.2655841883591177
1132479594,0.3395720742960542
131775794,0.17532097667652086
1150719304,0.2809879004086561
3114091921,0.056170113577574884
1147145856,0.2203787748007464
567153607,0.19311300052255148
1134650157,0.16128976948690057
5445344063,0.32180079488248786
1152438031,0.23461795311960745
590849069,0.2463599554570327
118419181,0.08052461566525401
644179228,0.24794535963452569
643148424,0.2917000107677073
1145182286,0.22705279660417232
1037852707,0.15825026712689788
468907532,0.24882357890836973
627373544,0.29726212213197206
648100365,0.3328532734632666
65839978,0.2939422949476944
633244039,0.25600492574185535
810333680,0.20126821188983152
636229061,0.21164071205369875
648083566,0.300499058980045
633933410,0.22850767738353678
1148690967,0.19231175219811503
633862561,0.3251176217592832
819748686,0.22969265014201232
640201457,0.27772924058038057
713155642,0.14336249607793053
384534469,0.2791093122855856
648017814,0.20152638777660087
814598953,0.2464193992826155
624163147,0.26984277001384627
1020798516,0.19149270568886023
87652404,0.3171326813997509
714290462,0.17677040545543896
1029167595,0.3762609666175207
712207293,0.2940140038685377
109397370,0.16861640180913184
712754592,0.19807000629974467
74635895,0.1921297136886562
732143035,0.24586646399096637
1154209851,0.3691789356055482
645438740,0.33713259249553396
85044442,0.35414390403406715
751946212,0.29232251092022504
643615278,0.2200707853680309
435326567,0.07315542046652856
1010485816,0.38494904713456013
810496230,0.4436603200739086
818905117,0.04533603125886627
1133759521,0.3084724746092829
1153592663,0.16695968714563972
106112582,0.20700839137328694
3151812230,0.2023988122570866
88183164,0.38945025518502074
4395663824,0.2339680333894617
1148653210,0.20118446293197026
1380679726,0.24442248417439255
1010722602,0.18232064219284547
723996004,0.2075432926068974
1146421130,0.27434417782141235
1130229691,0.22999442338344817
1139485594,0.2443479062479503
1147607999,0.18685067844516812
79336999,0.2811214426815798
